15/01/2025,145
30/01/2025,139.5
08/02/2025,137.9
17/02/2025,136.2
21/03/2025,131.4
22/03/2025,130.9
23/03/2025,130.2
24/03/2025,130.6
25/03/2025,132.5
30/03/2025,129.2
04/04/2025,128.2
29/04/2025,127.5
12/09/2025,123.5
25/09/2025,121.6
23/10/2025,119.8
18/11/2025,117.7
06/01/2026,118.1
05/02/2026,117
24/02/2026,116.4
